id,property_type,room_type,bathrooms,bedrooms,minimum_nights,price(in $)
1229606,Apartment,Entire home/apt,1,1,31,104
1237143,Apartment,Entire home/apt,1,2,7,442
1241029,Condominium,Private room,1,1,60,165
1245838,Apartment,Entire home/apt,2,4,3,450
1247160,Apartment,Private room,1,1,30,50
1249046,Condominium,Entire home/apt,1,0,30,110
1251570,Condominium,Entire home/apt,1,2,2,430
1261055,Loft,Entire home/apt,1.5,1,50,180
1261074,Condominium,Private room,1,1,3,130
1261122,Guest suite,Entire home/apt,1,1,3,130
1267206,Apartment,Private room,1,1,3,75
1276953,Apartment,Entire home/apt,1,2,5,295
1277771,Apartment,Entire home/apt,1,2,3,190
1281132,Guest suite,Entire home/apt,1,1,2,115
1281167,Hostel,Private room,1,0,1,180
1286943,House,Entire home/apt,1,2,2,200
1287889,House,Entire home/apt,1,2,5,300
1290935,House,Entire home/apt,2,2,4,249
1291092,House,Entire home/apt,2.5,3,2,"1,800"
1292217,Apartment,Entire home/apt,2,2,30,216
1299242,Apartment,Entire home/apt,2,3,365,200
1301798,Apartment,Private room,1,1,3,89
1301843,Apartment,Entire home/apt,2,2,30,195
1304068,Apartment,Entire home/apt,2,3,3,425
1304808,Apartment,Entire home/apt,1,1,30,210
1309496,Condominium,Entire home/apt,2,3,3,280
1317908,Apartment,Private room,1.5,1,3,95
1323983,Apartment,Private room,1,1,1,119
1324086,Condominium,Entire home/apt,1,2,4,495
1326577,Guest suite,Entire home/apt,1,1,3,125
1328186,House,Entire home/apt,2.5,3,7,575
1329465,Loft,Entire home/apt,1,1,30,200
1332343,House,Private room,1,1,3,152
1333047,House,Private room,1,1,1,119
1335996,Apartment,Private room,1,2,2,76
1336798,Condominium,Entire home/apt,2.5,4,30,450
1336998,Apartment,Private room,1.5,1,2,90
1340755,Apartment,Private room,2,1,3,145
1344243,Apartment,Entire home/apt,1,1,5,175
1344752,Condominium,Entire home/apt,2,3,30,210
1351626,House,Private room,1,1,30,52
1351783,House,Private room,1,1,30,47
1352111,Apartment,Entire home/apt,1,1,30,150
1355744,House,Entire home/apt,1.5,1,30,155
1356129,Guest suite,Entire home/apt,1,1,2,145
1356817,Loft,Private room,1,1,2,159
1364882,Apartment,Entire home/apt,1,1,30,299
1388523,Apartment,Entire home/apt,1,0,30,125
1391982,Condominium,Entire home/apt,2,4,6,500
1392204,House,Private room,1,2,3,129
1393654,House,Private room,1,1,1,99
1397537,Townhouse,Entire home/apt,1.5,3,5,250
1405046,House,Entire home/apt,2.5,3,6,350
1407244,House,Entire home/apt,2,3,2,500
1407881,Apartment,Entire home/apt,1,0,30,160
1408281,Apartment,Shared room,1,1,1,75
1409218,Loft,Entire home/apt,2,2,30,185
1421671,Apartment,Entire home/apt,1,0,1,246
1421774,Guest suite,Entire home/apt,1,1,3,135
1421937,House,Private room,1,1,3,129
1428465,Apartment,Entire home/apt,1,1,30,199
1428553,Apartment,Private room,1,1,30,89
1428909,Loft,Entire home/apt,1,1,30,142
1429022,House,Entire home/apt,1,1,3,469
1433011,Apartment,Entire home/apt,1,1,2,120
1433917,Apartment,Entire home/apt,1,1,30,175
1434314,House,Entire home/apt,2,3,3,490
1434425,Apartment,Private room,1,1,4,150
1437321,Apartment,Private room,1.5,1,2,165
1438286,Apartment,Entire home/apt,1,1,30,95
1438864,House,Private room,1,1,3,274
1442027,Condominium,Entire home/apt,1,1,30,131
1454220,Apartment,Entire home/apt,1,1,30,157
1455937,House,Private room,1.5,1,1,60
1456153,House,Entire home/apt,1,3,4,259
1460174,Condominium,Entire home/apt,2,3,3,575
1460628,Guest suite,Entire home/apt,1,1,2,170
1466344,Serviced apartment,Entire home/apt,1,1,30,173
1467857,Apartment,Entire home/apt,1,1,30,140
1470340,Guest suite,Entire home/apt,1,1,3,88
1471683,Apartment,Private room,1.5,2,3,125
1474209,Hostel,Private room,1,0,1,175
1478708,House,Private room,1,1,2,85
1479666,Apartment,Entire home/apt,1,3,30,258
1480015,Apartment,Entire home/apt,1,1,3,265
1482273,Condominium,Entire home/apt,2,2,30,345
1482730,Apartment,Entire home/apt,1,2,4,199
1483853,Hotel,Private room,1,0,2,179
1484792,House,Entire home/apt,1,1,30,250
1487849,Guest suite,Entire home/apt,1,1,2,167
1489175,House,Entire home/apt,2,3,3,295
1489782,Apartment,Entire home/apt,1,2,2,300
1494771,Apartment,Entire home/apt,1,2,30,170
1496833,Apartment,Entire home/apt,1,2,30,249
1498953,House,Entire home/apt,1,2,3,337
1499630,Apartment,Entire home/apt,2,2,3,300
1499843,Apartment,Private room,1,1,1,185
1504826,House,Entire home/apt,2,4,3,250
1506702,Condominium,Entire home/apt,1.5,3,1,499
1510363,Apartment,Entire home/apt,1,2,3,150
1511076,Apartment,Private room,1,1,2,145
1520790,Apartment,Entire home/apt,1,1,3,250
1520929,Apartment,Entire home/apt,1,2,2,250
1520938,Apartment,Entire home/apt,1,2,30,149
1524346,Apartment,Entire home/apt,1,1,30,165
1525137,Apartment,Entire home/apt,1,1,30,210
1525886,Apartment,Private room,1,1,1,125
1530745,Apartment,Entire home/apt,1,1,30,145
1531273,House,Entire home/apt,1,1,30,235
1534021,Apartment,Entire home/apt,1,1,30,148
1535946,House,Entire home/apt,1,2,2,350
1537497,Apartment,Entire home/apt,1,1,30,125
1547477,Apartment,Entire home/apt,1,0,30,100
1550913,Guest suite,Entire home/apt,1,1,5,199
1556680,Guest suite,Entire home/apt,1,2,30,145
1565576,Condominium,Entire home/apt,2,1,30,150
1569288,House,Entire home/apt,2.5,4,30,800
1578597,Guest suite,Entire home/apt,1,0,31,209
1579304,House,Entire home/apt,2.5,3,4,485
1584021,Apartment,Entire home/apt,1,2,30,395
1587410,Condominium,Entire home/apt,1,2,6,180
1588695,House,Entire home/apt,1,1,30,120
1589228,Apartment,Entire home/apt,2,3,30,350
1598872,Condominium,Entire home/apt,1,1,7,220
1605483,Apartment,Private room,1.5,1,2,89
1606292,Apartment,Entire home/apt,1,0,30,116
1614453,Hotel,Private room,1,0,2,169
1614622,House,Private room,1,1,1,295
1615088,House,Private room,1,1,2,99
1615158,House,Private room,1,1,1,85
1618782,House,Private room,1,1,2,195
1620039,Hotel,Private room,1,0,1,175
1620411,Guest suite,Entire home/apt,1,0,3,200
1623609,House,Private room,1,1,3,150
1624068,Hotel,Private room,1,0,2,169
1627259,Apartment,Private room,1,1,30,166
1627455,Apartment,Private room,1,1,30,129
1629330,Apartment,Entire home/apt,1,1,30,200
1629740,Hotel,Private room,1,0,1,169
1633126,Apartment,Entire home/apt,1,1,3,139
1633173,House,Private room,1,1,1,65
1633225,House,Private room,1,1,1,61
1633839,Apartment,Entire home/apt,1,2,2,118
1633933,Apartment,Private room,1,1,2,139
1641060,Guest suite,Entire home/apt,1,2,3,225
1645724,Townhouse,Private room,1,1,180,29
1651228,House,Private room,1,2,2,230
1655446,House,Private room,2.5,4,4,539
1665516,Guest suite,Entire home/apt,1,1,3,150
1671260,House,Private room,1,1,2,95
1673011,House,Entire home/apt,2.5,3,3,525
1676460,Apartment,Entire home/apt,1,0,30,141
1683892,Condominium,Entire home/apt,1,1,3,285
1684346,Hotel,Private room,1,0,1,179
1687330,Apartment,Entire home/apt,1,2,1,190
1696383,Apartment,Entire home/apt,1,1,30,155
1696666,Condominium,Entire home/apt,2,4,30,"1,000"
1699390,House,Private room,2.5,1,2,105
1711075,Apartment,Private room,1,4,59,65
1721354,Apartment,Entire home/apt,1,2,2,418
1724819,House,Entire home/apt,2,2,3,373
1725833,Apartment,Entire home/apt,2,2,30,325
1725853,Apartment,Entire home/apt,1,1,2,133
1728497,House,Entire home/apt,3.5,4,6,750
1733056,Apartment,Entire home/apt,2.5,2,4,290
1738415,Apartment,Entire home/apt,1.5,1,1,180
1740537,Apartment,Entire home/apt,1.5,2,30,165
1743201,Condominium,Private room,1.5,1,2,90
1747531,Apartment,Private room,1,1,30,60
1750093,Townhouse,Private room,1.5,1,2,115
1752371,Guest suite,Entire home/apt,1,1,2,155
1752535,House,Entire home/apt,1,2,60,215
1759087,Guest suite,Entire home/apt,1,1,2,215
1767569,Apartment,Entire home/apt,1,1,3,175
1768239,Condominium,Entire home/apt,1,1,30,160
1768673,Condominium,Entire home/apt,1,1,30,200
1769688,Condominium,Private room,1,1,3,109
1774026,Apartment,Entire home/apt,1.5,4,3,418
1777429,House,Entire home/apt,3,5,6,"1,450"
1778650,Guest suite,Entire home/apt,1,1,1,133
1785463,House,Private room,3,1,2,45
1807012,Apartment,Private room,1,1,3,170
1807493,Condominium,Entire home/apt,1,1,30,170
1810486,Apartment,Entire home/apt,1,2,3,285
1814061,Guest suite,Entire home/apt,1,1,30,150
1815551,Apartment,Entire home/apt,1,1,2,250
1821543,Apartment,Entire home/apt,1,1,30,150
1827177,Apartment,Private room,1,1,1,70
1827638,Apartment,Entire home/apt,1,1,31,225
1827653,House,Private room,1,1,30,115
1830541,Guest suite,Entire home/apt,1,1,3,135
1841832,Apartment,Entire home/apt,1,1,30,89
1843662,Apartment,Entire home/apt,1,2,30,135
1844117,Apartment,Private room,3,1,30,60
1844877,Apartment,Entire home/apt,1,1,30,110
1847664,Guest suite,Entire home/apt,1,1,4,128
1855096,Apartment,Entire home/apt,1,1,2,190
1857226,House,Entire home/apt,3,3,3,600
1861344,Serviced apartment,Entire home/apt,1,1,30,220
1863106,Apartment,Private room,1,1,3,79
1863316,Apartment,Private room,1,1,3,75
1864390,Apartment,Entire home/apt,2,2,30,145
1865406,Apartment,Entire home/apt,1,0,30,94
1868880,House,Entire home/apt,3.5,4,3,995
1869027,House,Entire home/apt,1,2,70,250
1869845,Apartment,Entire home/apt,1,1,30,295
1881223,Apartment,Private room,1,1,3,80
1885057,Apartment,Entire home/apt,1,1,30,157
1886260,Loft,Entire home/apt,1,1,30,300
1887206,House,Entire home/apt,1,2,30,131
1898486,House,Entire home/apt,1.5,2,30,228
1906323,House,Entire home/apt,3.5,4,4,900
1906681,House,Entire home/apt,2,3,4,309
1907229,House,Entire home/apt,2.5,3,1,450
1909613,Apartment,Entire home/apt,1,2,3,299
1913043,Condominium,Private room,1,1,30,115
1914841,Apartment,Entire home/apt,1,0,30,156
1919372,Apartment,Entire home/apt,1,0,30,125
1920033,House,Private room,1,1,1,120
1925206,House,Private room,1,1,1,94
1925714,Apartment,Entire home/apt,1,1,30,180
1926253,Guest suite,Entire home/apt,1,1,2,80
1931459,Apartment,Entire home/apt,1,1,30,350
1931763,Guest suite,Private room,1,1,1,150
1931788,Apartment,Private room,1,1,2,135
1932019,Guesthouse,Entire home/apt,1,1,2,95
1935904,Apartment,Entire home/apt,2,2,4,"1,166"
1937575,Apartment,Private room,1,1,3,160
1940496,Apartment,Private room,1,1,3,100
1944564,Loft,Entire home/apt,1,1,2,169
1945508,Condominium,Private room,1,1,3,150
1954514,Condominium,Private room,1,1,3,165
1959880,Apartment,Private room,1,1,1,95
1960773,House,Entire home/apt,3,3,5,499
1970257,Condominium,Entire home/apt,1,3,5,339
1970756,Apartment,Entire home/apt,1,1,30,99
1975404,Condominium,Entire home/apt,1,1,2,325
1978669,Apartment,Private room,1,1,30,95
1979461,Condominium,Entire home/apt,1,0,30,152
1984709,Apartment,Entire home/apt,1,0,30,125
1985338,House,Private room,1,1,3,140
1989997,Apartment,Private room,1,1,1,102
1992217,House,Private room,1,1,2,132
1992988,Apartment,Entire home/apt,1,1,60,125
1995487,Loft,Private room,1,2,2,297
1998111,House,Private room,1,1,2,69
2001534,Apartment,Entire home/apt,2,3,30,200
2007101,Condominium,Entire home/apt,1,1,4,600
2011311,Townhouse,Entire home/apt,1,1,3,160
2016198,House,Private room,1,1,1,84
2020393,Apartment,Entire home/apt,1,1,5,197
2022751,Apartment,Entire home/apt,2,2,3,800
2023326,House,Entire home/apt,1.5,3,3,450
2026910,Apartment,Entire home/apt,1,3,5,550
2042095,House,Private room,1,1,1,119
2046634,House,Private room,1,1,2,69
2046807,Guest suite,Entire home/apt,1,1,5,149
2047469,House,Private room,1,1,2,69
2049672,House,Entire home/apt,2,4,5,575
2049955,House,Entire home/apt,1,1,3,225
2056660,Apartment,Entire home/apt,1,0,60,82
2058119,Apartment,Private room,1,1,30,100
2062696,Apartment,Private room,1,1,5,85
2063077,House,Entire home/apt,1,2,6,195
2072098,Apartment,Entire home/apt,1,1,30,160
2072133,House,Private room,1,1,30,95
2074270,Apartment,Entire home/apt,1,0,30,129
2074584,Guesthouse,Entire home/apt,1,0,30,90
2081536,Townhouse,Private room,1,1,3,65
2088622,House,Private room,1,1,2,69
2093695,House,Private room,1,1,30,65
2096756,House,Entire home/apt,1,2,3,228
2104437,Apartment,Private room,1,1,30,120
2105840,Serviced apartment,Private room,1,1,30,95
2111361,Condominium,Entire home/apt,1,0,30,150
2112336,Condominium,Private room,1,1,30,100
2115503,Guest suite,Entire home/apt,1,0,2,176
2119773,Guest suite,Entire home/apt,1,1,1,130
2123469,House,Private room,1,1,2,125
2124182,Guesthouse,Entire home/apt,1,1,30,120
2126868,House,Private room,3,1,2,40
2130640,Apartment,Entire home/apt,2,3,2,350
2134475,House,Private room,1.5,1,2,150
2139562,House,Private room,1,2,4,195
2140313,Apartment,Entire home/apt,1,1,30,150
2154122,House,Entire home/apt,2,3,3,450
2160504,House,Private room,1,1,2,90
2166428,Apartment,Entire home/apt,1,1,30,198
2169208,Apartment,Entire home/apt,1,1,30,98
2172308,House,Entire home/apt,2,3,2,462
2175930,Apartment,Entire home/apt,1,1,1,150
2177440,House,Private room,1,1,3,120
2178509,House,Private room,1,1,2,105
2188233,Serviced apartment,Entire home/apt,1,0,30,160
2188308,Serviced apartment,Entire home/apt,2,2,30,175
2188507,Serviced apartment,Entire home/apt,1,0,30,140
2188561,House,Entire home/apt,2,5,3,449
2188959,Apartment,Entire home/apt,1,0,30,112
2188976,House,Private room,2,1,30,101
2189514,Apartment,Entire home/apt,1,1,30,220
2189814,Apartment,Entire home/apt,1,2,4,900
2202505,House,Entire home/apt,2,2,3,399
2203283,Condominium,Private room,1,1,1,65
2209353,Serviced apartment,Entire home/apt,1,1,30,179
2209751,Condominium,Private room,1,1,2,129
2210105,House,Private room,1,1,2,500
2219978,Apartment,Private room,1.5,1,31,225
2221057,House,Entire home/apt,1,2,4,175
2223743,Guest suite,Entire home/apt,1,1,2,110
2233416,Apartment,Entire home/apt,1,1,30,195
2234256,Apartment,Entire home/apt,1,1,90,130
2236226,Apartment,Entire home/apt,1,1,30,105
2238488,Apartment,Entire home/apt,1,2,31,279
2244652,Apartment,Entire home/apt,1,1,30,90
2254431,House,Entire home/apt,3.5,4,1,398
2263794,House,Private room,1,1,2,99
2272343,House,Entire home/apt,1.5,3,3,500
2274353,Apartment,Entire home/apt,1,2,2,137
2277754,Condominium,Private room,1,1,3,105
2279254,Apartment,Private room,1,1,1,219
2290365,Condominium,Private room,1,1,30,85
2298930,Apartment,Private room,1.5,1,1,200
2299196,Apartment,Entire home/apt,1,0,30,105
2302408,Apartment,Entire home/apt,1,1,30,105
2305039,Apartment,Entire home/apt,1,3,30,350
2310518,House,Private room,1,2,2,350
2310765,Condominium,Entire home/apt,1,0,30,149
2311428,Apartment,Entire home/apt,2,1,2,250
2314849,Apartment,Entire home/apt,1,0,30,93
2315086,Apartment,Private room,1.5,1,3,145
2316478,House,Entire home/apt,1,2,30,139
2326228,House,Entire home/apt,1.5,2,30,220
2337552,Condominium,Entire home/apt,1,2,30,170
2349483,House,Private room,1,1,2,130
2355859,Guest suite,Entire home/apt,1,1,4,280
2356554,Guest suite,Entire home/apt,1,1,2,125
2362619,Apartment,Entire home/apt,1,1,3,185
2366182,Apartment,Entire home/apt,2,4,30,385
2371573,House,Entire home/apt,3.5,4,5,"2,000"
2374267,House,Entire home/apt,2.5,4,3,"2,100"
2374361,Guest suite,Entire home/apt,1,1,30,113
2387068,Condominium,Private room,2.5,1,3,80
2391772,Loft,Entire home/apt,1,1,30,136
2396847,Apartment,Entire home/apt,1,0,3,125
2397852,Guest suite,Entire home/apt,2,2,2,306
2397858,House,Entire home/apt,3,4,2,889
2404647,Apartment,Private room,1,1,30,89
2412158,Guest suite,Entire home/apt,1,1,30,220
2420887,Guest suite,Entire home/apt,1.5,0,4,143
2423948,Serviced apartment,Hotel room,1,1,30,179
2432104,House,Private room,1,1,30,60
2436213,House,Private room,1,1,30,78
2455313,House,Entire home/apt,2,3,3,325
2455325,House,Entire home/apt,2,2,30,295
2460904,Condominium,Entire home/apt,1,1,30,150
2465543,Guest suite,Entire home/apt,2,2,30,99
2468125,Apartment,Private room,1,1,1,219
2469485,Apartment,Entire home/apt,1.5,1,30,200
2471457,Apartment,Private room,1,1,2,200
2477409,Apartment,Entire home/apt,1,1,30,112
2477787,House,Entire home/apt,2.5,4,4,800
2478558,Apartment,Private room,1,1,1,219
2482884,House,Private room,1,1,3,80
2483759,Condominium,Private room,1,1,1,95
2486953,House,Entire home/apt,1,1,3,279
2488520,Loft,Shared room,1.5,1,30,200
2488837,Apartment,Entire home/apt,1,2,31,140
2496086,House,Entire home/apt,1,2,3,185
2496460,House,Entire home/apt,1.5,3,5,182
2496719,Condominium,Entire home/apt,1,1,30,125
2499257,House,Entire home/apt,3,3,30,333
2500662,House,Entire home/apt,2,3,30,265
2502368,House,Private room,1,1,3,105
2502543,House,Entire home/apt,1,2,7,215
2503408,Apartment,Entire home/apt,1,1,30,195
2509236,House,Private room,1,1,14,65
2510224,Apartment,Private room,1.5,1,30,80
2516026,House,Entire home/apt,3.5,3,3,695
2518781,House,Private room,1,1,3,164
2521327,House,Entire home/apt,1,1,30,92
2532756,House,Private room,1,1,30,75
2538807,Guest suite,Entire home/apt,1,1,4,69
2539953,House,Entire home/apt,2,5,2,650
2550991,Guest suite,Entire home/apt,1,0,30,135
2551994,Apartment,Entire home/apt,1,1,30,198
2557977,Apartment,Private room,1,1,3,105
2559297,Condominium,Entire home/apt,1,2,2,235
2564006,Apartment,Entire home/apt,1,0,30,122
2564140,Apartment,Entire home/apt,1,1,30,157
2578122,Apartment,Private room,1,1,4,88
2592518,House,Entire home/apt,1,2,2,333
2614717,House,Private room,1,1,2,98
2620371,Apartment,Entire home/apt,1,1,30,140
2629833,Apartment,Entire home/apt,1,3,30,232
2636716,Apartment,Entire home/apt,1,0,30,140
2645189,Apartment,Entire home/apt,1,1,30,126
2658295,Hotel,Private room,1,1,1,299
2665028,Loft,Entire home/apt,1.5,1,16,180
2670951,Condominium,Entire home/apt,2,3,30,395
2677273,Guest suite,Entire home/apt,1,1,2,180
2677288,Condominium,Private room,1,1,1,99
2683409,Condominium,Entire home/apt,1.5,2,2,545
2683857,House,Entire home/apt,2,3,4,280
2686530,Apartment,Private room,1,1,7,94
2694526,House,Private room,1,1,2,125
2702606,Apartment,Entire home/apt,0.5,1,30,194
2706776,House,Private room,1,1,4,188
2707422,Apartment,Entire home/apt,1,1,4,184
2710372,Townhouse,Entire home/apt,1,2,30,199
2723005,Apartment,Entire home/apt,2,3,3,820
2736358,House,Entire home/apt,1,1,2,185
2737894,Apartment,Private room,1.5,1,2,80
2738331,Apartment,Entire home/apt,1,1,30,99
2739477,House,Entire home/apt,3,3,2,425
2742151,Guest suite,Entire home/apt,1,2,3,240
2747383,Guest suite,Entire home/apt,1,2,2,295
2770268,House,Private room,1,1,2,100
2770561,House,Private room,1,1,2,80
2771128,Guest suite,Entire home/apt,1,0,3,220
2771688,Apartment,Entire home/apt,1,2,30,120
2783251,Guest suite,Entire home/apt,1,1,4,185
2790637,House,Entire home/apt,1,1,5,225
2802418,Apartment,Private room,2,1,2,109
2802480,Apartment,Entire home/apt,1,2,30,229
2804417,Apartment,Entire home/apt,1,1,30,230
2816626,Apartment,Entire home/apt,2,3,3,350
2823227,Townhouse,Entire home/apt,2,1,30,195
2824612,Condominium,Entire home/apt,2,3,31,275
2825966,Townhouse,Entire home/apt,1,1,30,169
2890120,House,Entire home/apt,1,2,1,275
2893920,Apartment,Private room,1.5,1,75,222
2904128,Bungalow,Entire home/apt,1,2,7,160
2925557,Apartment,Entire home/apt,1,2,30,300
2926901,Hotel,Private room,1,0,2,179
2927781,Townhouse,Private room,1.5,1,2,189
2933105,Apartment,Private room,1.5,1,2,110
2933899,Hotel,Private room,1,0,1,180
2935400,Apartment,Entire home/apt,1,1,30,97
2937902,Hotel,Private room,1,0,1,180
2939849,Apartment,Private room,1,1,30,99
2942149,House,Entire home/apt,1,3,3,400
2943327,Hotel,Private room,1,0,1,180
2944266,Apartment,Entire home/apt,2,2,2,225
2944843,House,Private room,1,1,1,90
2948159,Apartment,Entire home/apt,2,2,3,285
2949071,Apartment,Entire home/apt,1,2,30,150
2950592,House,Entire home/apt,2,3,4,450
2956406,House,Private room,1,1,3,115
2959323,Hostel,Private room,1,0,1,180
2960229,Hotel,Private room,1,0,1,180
2965433,Apartment,Entire home/apt,1.5,2,3,293
2968738,Apartment,Entire home/apt,1,2,2,599
2970161,Condominium,Entire home/apt,2,2,14,287
2970253,Apartment,Entire home/apt,1,1,30,125
2980184,Apartment,Entire home/apt,1,2,30,250
2984463,House,Private room,1,1,1,150
2994606,Guest suite,Private room,1,0,1,99
3013427,Condominium,Private room,1,1,30,200
3013520,Apartment,Entire home/apt,1,0,30,55
3015450,House,Private room,0.5,1,2,87
3028924,House,Private room,1,1,3,125
3029597,Apartment,Private room,1,1,1,99
3030653,Guest suite,Entire home/apt,1,1,2,140
3031766,House,Entire home/apt,2,4,4,530
3042811,Apartment,Entire home/apt,1,1,6,200
3043102,House,Entire home/apt,1,2,30,130
3053443,House,Private room,1.5,1,1,95
3068285,Condominium,Entire home/apt,1,0,30,117
3073038,Condominium,Private room,1,1,3,145
3079665,Apartment,Private room,1,2,30,145
3079929,House,Entire home/apt,1,2,3,375
3081324,House,Entire home/apt,2,3,3,450
3081560,House,Private room,1,1,2,150
3082327,House,Private room,1,1,3,90
3084671,Condominium,Entire home/apt,2,3,3,295
3093070,House,Private room,1,2,2,299
3093543,Condominium,Private room,1,1,7,105
3102139,House,Entire home/apt,2.5,3,3,650
3105361,Condominium,Entire home/apt,2,2,3,275
3105998,Apartment,Entire home/apt,1,1,4,225
3112427,Apartment,Entire home/apt,1,0,2,125
3116428,Condominium,Entire home/apt,1,2,4,200
3116974,Apartment,Entire home/apt,1,2,30,185
3122882,Apartment,Private room,1,1,2,140
3123536,House,Entire home/apt,1,2,2,275
3124541,Condominium,Private room,1,1,2,145
3133266,Apartment,Entire home/apt,1.5,3,30,280
3140113,House,Entire home/apt,1,2,2,195
3157463,House,Entire home/apt,2,2,7,400
3157541,Apartment,Private room,1,1,2,125
3168359,Guest suite,Entire home/apt,1,1,3,139
3175769,House,Entire home/apt,2,3,30,350
3176619,Condominium,Entire home/apt,2,3,7,750
3183280,Loft,Entire home/apt,2,1,30,375
3200340,Loft,Private room,1.5,1,30,75
3200431,Condominium,Private room,1,1,30,500
3201044,House,Entire home/apt,2,3,3,600
3205059,Apartment,Entire home/apt,1,1,31,145
3218306,Apartment,Private room,1,1,2,126
3221082,Apartment,Entire home/apt,2,3,30,279
3230459,Apartment,Entire home/apt,1,0,3,145
3240016,Apartment,Entire home/apt,1,1,30,115
3246879,Condominium,Entire home/apt,1,1,30,158
3250486,Condominium,Private room,1,1,6,146
3256704,Apartment,Entire home/apt,1.5,3,30,263
3257979,House,Private room,1,1,2,53
3261876,Apartment,Private room,1.5,1,3,159
3262216,House,Entire home/apt,2,3,3,360
3263219,House,Entire home/apt,1,2,4,240
3271517,House,Private room,1,1,3,125
3280443,Condominium,Entire home/apt,1,1,4,450
3290739,House,Private room,1,1,1,119
3292643,Apartment,Entire home/apt,1,2,3,245
3309722,Guest suite,Entire home/apt,1,1,2,200
3311711,Apartment,Private room,1.5,1,2,155
3312490,Apartment,Entire home/apt,1,1,3,155
3319159,Apartment,Entire home/apt,1,1,30,110
3319447,Apartment,Entire home/apt,1,0,2,195
3325741,Guest suite,Private room,1,1,1,129
3326640,Apartment,Entire home/apt,1,2,14,250
3333870,House,Private room,1,1,2,150
3333937,Apartment,Entire home/apt,1,1,30,138
3343629,House,Entire home/apt,2,3,30,217
3344631,Apartment,Entire home/apt,1,2,30,110
3354004,Apartment,Private room,1,1,30,70
3354928,Condominium,Entire home/apt,1,2,30,350
3355334,Serviced apartment,Private room,1,1,2,150
3376512,House,Entire home/apt,2,2,3,250
3376895,House,Private room,1,1,1,79
3377936,Condominium,Entire home/apt,1,2,30,148
3384413,Condominium,Entire home/apt,1,2,2,327
3385880,Apartment,Entire home/apt,1,2,2,375
3391368,Guest suite,Entire home/apt,1,0,4,125
3394127,Condominium,Entire home/apt,1,1,2,169
3395051,Apartment,Entire home/apt,3,2,5,900
3415171,Apartment,Entire home/apt,1,1,30,115
3416013,House,Private room,1,1,1,133
3433930,Condominium,Private room,1,1,4,96
3441517,House,Entire home/apt,1,1,3,150
3441949,Condominium,Entire home/apt,1,2,7,194
3442439,Guest suite,Entire home/apt,1,1,2,100
3469254,Apartment,Entire home/apt,2,1,30,100
3475515,Townhouse,Entire home/apt,1,2,30,179
3476601,Apartment,Entire home/apt,1,1,30,148
3479568,Apartment,Entire home/apt,1.5,2,3,375
3482655,Apartment,Entire home/apt,1,1,30,155
3486460,House,Private room,1,1,1,133
3506164,Guesthouse,Entire home/apt,1,1,3,175
3512817,Condominium,Private room,1,1,7,80
3519611,House,Entire home/apt,1.5,3,3,675
3520817,House,Entire home/apt,3.5,3,30,850
3522990,House,Entire home/apt,1,2,1,300
3532347,Townhouse,Entire home/apt,2.5,3,30,304
3534282,Apartment,Private room,1,1,3,119
3549398,Apartment,Private room,1,1,1,99
3563261,Apartment,Entire home/apt,1,1,30,185
3565068,Apartment,Entire home/apt,2,3,4,400
3585034,Condominium,Entire home/apt,1.5,2,3,200
3591813,Apartment,Entire home/apt,1.5,2,30,300
3594786,Condominium,Private room,2,2,2,250
3611131,Apartment,Entire home/apt,1,1,30,199
3612236,Apartment,Private room,1,1,1,110
3613500,House,Private room,1,2,3,425
3630122,House,Entire home/apt,1,3,5,675
3655811,Townhouse,Entire home/apt,1,1,30,148
3656251,House,Private room,1,1,1,72
3664261,Apartment,Entire home/apt,1,2,2,229
3664693,Apartment,Entire home/apt,1,0,30,86
3672198,Apartment,Entire home/apt,1,1,30,180
3689368,House,Entire home/apt,1,2,1,224
3697738,Apartment,Entire home/apt,1.5,3,30,280
3712976,Apartment,Entire home/apt,1,2,30,178
3716504,Apartment,Private room,1,1,5,95
3718865,Apartment,Entire home/apt,1,1,4,117
3719923,Apartment,Private room,1,1,3,78
3720392,Guest suite,Entire home/apt,1,1,3,141
3721927,Guest suite,Entire home/apt,1,1,4,199
3727061,Apartment,Entire home/apt,2,3,30,425
3743219,Apartment,Entire home/apt,1,1,30,120
3757966,Apartment,Entire home/apt,1,1,30,200
3759246,Guest suite,Entire home/apt,1,1,1,99
3759368,Guest suite,Entire home/apt,1,0,3,165
3761446,Condominium,Entire home/apt,2,3,2,"1,250"
3767907,Condominium,Entire home/apt,2,2,30,230
3775090,Apartment,Entire home/apt,1,0,30,122
3780418,Guest suite,Entire home/apt,1,0,2,170
3791003,House,Entire home/apt,2.5,4,2,375
3792754,Condominium,Entire home/apt,1,2,3,300
3793678,Guest suite,Entire home/apt,1,1,5,164
3793831,Condominium,Entire home/apt,1,1,2,199
3808193,Apartment,Entire home/apt,1,1,30,295
3811916,House,Private room,1,1,3,130
3812931,Apartment,Entire home/apt,1,1,30,129
3832296,Apartment,Entire home/apt,1,1,3,150
3844037,House,Entire home/apt,1,2,30,99
3852803,House,Entire home/apt,2,3,30,265
3862478,Apartment,Entire home/apt,2,2,31,445
3870174,House,Private room,1,1,2,99
3877462,Guest suite,Entire home/apt,1,1,3,85
3883252,House,Entire home/apt,1,1,3,165
