id,property_type,room_type,bathrooms,bedrooms,minimum_nights,price(in $)
3889219,Apartment,Entire home/apt,1.5,2,3,495
3890704,Apartment,Entire home/apt,3,2,30,180
3895335,Condominium,Private room,1,1,30,90
3895951,Apartment,Entire home/apt,1,1,30,165
3924524,Apartment,Private room,1,0,30,95
3944915,Apartment,Entire home/apt,1,2,30,135
3946571,House,Private room,1,1,2,120
3962831,Townhouse,Entire home/apt,1,2,2,595
3994686,Apartment,Entire home/apt,1,2,3,450
4013746,Apartment,Entire home/apt,1,0,2,150
4014209,Apartment,Entire home/apt,1,1,90,117
4015985,Apartment,Private room,1,1,30,147
4022209,Hotel,Private room,1,1,1,109
4022990,Hotel,Private room,1,1,1,129
4023249,House,Entire home/apt,1,3,4,500
4023585,Apartment,Entire home/apt,2,3,30,225
4026354,House,Entire home/apt,1,2,1,209
4033038,House,Entire home/apt,3.5,4,2,"1,500"
4037590,Condominium,Entire home/apt,2,3,30,550
4052091,Townhouse,Private room,1,1,3,175
4059549,Hotel,Private room,1,1,1,129
4069838,Guest suite,Entire home/apt,1,2,2,155
4069917,House,Entire home/apt,1,1,4,225
4074316,Apartment,Entire home/apt,1,1,5,210
4075971,House,Entire home/apt,1.5,2,30,275
4077186,Apartment,Entire home/apt,1,2,30,150
4093013,Condominium,Entire home/apt,2,2,1,"1,200"
4093807,House,Private room,1,1,2,119
4093967,House,Private room,2,1,3,139
4097700,Guest suite,Entire home/apt,1,1,4,220
4100473,Apartment,Entire home/apt,1,1,30,170
4104344,Townhouse,Private room,1,1,2,123
4105892,House,Private room,2,1,3,139
4105958,House,Private room,1,1,2,140
4106442,Apartment,Entire home/apt,1,1,30,120
4110344,Hotel,Private room,1,1,1,99
4111104,House,Entire home/apt,2,3,3,249
4121114,Apartment,Private room,1.5,1,30,145
4121691,House,Entire home/apt,1,2,2,110
4122671,Condominium,Private room,1,1,4,110
4135201,Townhouse,Private room,1,1,2,119
4145563,Apartment,Entire home/apt,1,1,30,141
4152054,Apartment,Entire home/apt,1,1,30,220
4157192,Guest suite,Entire home/apt,1,1,30,150
4157431,Apartment,Entire home/apt,1,1,30,135
4175174,Apartment,Entire home/apt,2,2,3,250
4175303,Apartment,Entire home/apt,1.5,1,4,80
4183088,Townhouse,Entire home/apt,2.5,3,2,"1,100"
4184406,Apartment,Private room,1,1,4,99
4191242,Apartment,Entire home/apt,1,1,30,135
4199015,Apartment,Entire home/apt,1,1,3,195
4215907,Guest suite,Entire home/apt,1,1,3,115
4226601,Apartment,Entire home/apt,1,1,5,128
4227441,Guest suite,Private room,1,1,2,90
4242823,Condominium,Entire home/apt,2,2,30,255
4243837,Cottage,Entire home/apt,1,1,3,225
4250927,Apartment,Entire home/apt,2,2,30,240
4252808,House,Entire home/apt,1,1,2,150
4257302,Guest suite,Entire home/apt,1,1,30,100
4259418,Guest suite,Entire home/apt,1,1,30,100
4263821,House,Private room,1,1,1,75
4269254,Guest suite,Entire home/apt,1,1,3,150
4277696,House,Private room,1,1,4,175
4280408,Apartment,Private room,1,1,2,160
4287481,Apartment,Entire home/apt,1,1,2,175
4305042,Guest suite,Entire home/apt,1,1,3,199
4319230,Apartment,Entire home/apt,1,1,30,75
4321720,Condominium,Private room,1,1,3,199
4330861,House,Entire home/apt,1,2,2,280
4334560,Apartment,Entire home/apt,1,1,30,170
4343283,House,Entire home/apt,1,1,3,139
4358868,House,Entire home/apt,2,3,2,550
4359078,Hotel,Private room,1,1,1,129
4359626,House,Entire home/apt,1.5,1,4,155
4365969,Guest suite,Entire home/apt,1,0,3,125
4372435,Apartment,Entire home/apt,1,1,3,135
4387067,House,Private room,1,1,1,139
4392441,Apartment,Entire home/apt,1,0,30,134
4402199,House,Private room,1,1,3,199
4416566,Apartment,Entire home/apt,1,1,30,150
4417901,Bed and breakfast,Private room,0,1,1,95
4418649,House,Private room,1,1,1,120
4422501,House,Entire home/apt,2.5,3,2,"1,250"
4429475,House,Entire home/apt,2.5,3,2,360
4429527,House,Entire home/apt,1,1,2,130
4430996,Bed and breakfast,Private room,0,1,1,95
4439461,House,Private room,1,1,1,139
4445540,Guest suite,Entire home/apt,1,1,30,130
4446003,House,Private room,1,1,2,175
4461197,Apartment,Entire home/apt,1,1,30,110
4462326,Apartment,Private room,1.5,1,30,105
4463165,Apartment,Private room,1,1,30,155
4463263,Apartment,Private room,2.5,4,30,369
4464347,Bed and breakfast,Shared room,10,1,1,38
4470873,Apartment,Entire home/apt,1,2,2,225
4471474,House,Entire home/apt,1,2,30,200
4476390,Apartment,Entire home/apt,1,1,31,100
4483550,Apartment,Entire home/apt,1,2,2,299
4493744,Condominium,Private room,1,1,4,65
4500244,Apartment,Entire home/apt,1,1,30,180
4510968,Apartment,Entire home/apt,1,1,1,120
4517932,Apartment,Entire home/apt,1,1,2,350
4518031,Bed and breakfast,Shared room,10,1,1,38
4519757,Bed and breakfast,Shared room,10,1,1,38
4519780,Bed and breakfast,Shared room,0,1,1,38
4526608,Guest suite,Entire home/apt,1,1,2,95
4527553,Apartment,Entire home/apt,1.5,2,30,290
4532551,Guest suite,Entire home/apt,1,1,3,259
4533440,Apartment,Private room,1,1,3,100
4533652,Apartment,Entire home/apt,1,2,2,139
4549330,Apartment,Entire home/apt,1,2,1,195
4549485,Apartment,Entire home/apt,1,1,5,170
4550843,Apartment,Entire home/apt,1,1,30,99
4558566,Apartment,Entire home/apt,2,3,3,300
4558898,Apartment,Private room,1,1,1,176
4566275,House,Entire home/apt,2,2,2,250
4575906,Apartment,Private room,1,1,30,60
4576349,Apartment,Private room,1,1,30,90
4577224,Guest suite,Private room,1,1,2,93
4594018,Apartment,Entire home/apt,2,2,180,500
4597675,Apartment,Private room,1,1,30,97
4603953,House,Entire home/apt,1,1,1,175
4607177,Apartment,Entire home/apt,1,0,30,215
4607282,House,Entire home/apt,1.5,2,2,300
4614763,Guest suite,Entire home/apt,1,1,3,175
4616040,Apartment,Entire home/apt,1,0,30,99
4616596,Apartment,Entire home/apt,1,1,4,290
4617719,Apartment,Entire home/apt,1,2,2,139
4621762,Apartment,Entire home/apt,1,2,30,150
4624467,Apartment,Private room,1.5,2,4,169
4631873,Hotel,Hotel room,1,1,1,99
4632133,Hotel,Private room,1,1,1,109
4638176,Apartment,Entire home/apt,2.5,3,365,296
4638266,Apartment,Private room,1,1,1,150
4638678,Boutique hotel,Private room,1,1,1,110
4639434,Apartment,Private room,1,1,3,120
4650391,House,Private room,1,1,2,95
4653022,House,Private room,1.5,1,1,62
4653332,Apartment,Entire home/apt,1,1,110,220
4654218,House,Private room,1.5,1,13,59
4654737,Apartment,Entire home/apt,1.5,2,30,350
4663060,Guest suite,Entire home/apt,1,1,1,140
4663132,House,Entire home/apt,2.5,3,3,575
4668872,Apartment,Entire home/apt,1,1,30,99
4670847,Bed and breakfast,Shared room,10,1,1,38
4677343,House,Private room,2,2,30,135
4678599,House,Entire home/apt,2,3,4,545
4695477,Guest suite,Entire home/apt,1,1,2,139
4701489,Condominium,Entire home/apt,1,0,1,249
4710280,Guest suite,Entire home/apt,1,1,30,119
4716964,Apartment,Entire home/apt,2,2,30,107
4718531,House,Private room,1,1,2,110
4718629,Guest suite,Private room,1,1,2,100
4718898,Apartment,Entire home/apt,1,1,30,230
4719139,Condominium,Entire home/apt,1,1,30,301
4720512,House,Private room,3,1,1,99
4728615,Apartment,Private room,1,1,1,89
4748287,House,Private room,1,1,30,88
4760192,House,Entire home/apt,3,4,4,350
4773944,Apartment,Entire home/apt,1,1,3,250
4774742,House,Private room,1,1,1,62
4782281,Apartment,Entire home/apt,1,2,2,180
4794816,House,Entire home/apt,2,3,2,439
4807817,House,Entire home/apt,1,1,30,150
4808522,House,Private room,1,1,7,155
4825026,House,Private room,1,1,30,64
4825217,Apartment,Entire home/apt,1,1,2,224
4832436,Apartment,Entire home/apt,1,1,3,250
4833101,House,Private room,1,1,2,120
4838843,Apartment,Entire home/apt,1.5,2,4,550
4841027,House,Private room,1,1,2,105
4855194,Apartment,Private room,1.5,1,30,100
4855686,House,Entire home/apt,1,2,3,250
4856290,Condominium,Private room,1.5,2,30,250
4863182,Apartment,Entire home/apt,1,1,30,124
4867594,Apartment,Entire home/apt,1,3,90,170
4875549,House,Private room,1,1,1,145
4880695,House,Entire home/apt,1,5,2,450
4880988,Apartment,Entire home/apt,2,2,30,126
4882295,House,Private room,1,1,4,89
4887475,Bed and breakfast,Private room,1,1,1,83
4887587,Bed and breakfast,Private room,0,1,1,83
4888308,Apartment,Entire home/apt,1,2,2,250
4890230,Bed and breakfast,Shared room,10,1,1,38
4892016,Hotel,Private room,1,1,1,169
4896087,Apartment,Entire home/apt,1,1,30,105
4897143,Bed and breakfast,Shared room,10,1,1,38
4897595,Townhouse,Private room,1,1,30,85
4902063,Apartment,Private room,1,1,1,89
4902365,Bed and breakfast,Shared room,10,1,1,38
4902444,Bed and breakfast,Shared room,10,1,1,38
4902565,Apartment,Private room,0.5,1,1,125
4902729,Apartment,Private room,1,1,1,115
4902855,Apartment,Private room,1,1,1,99
4902907,Apartment,Private room,1,1,1,115
4907924,House,Private room,1,1,30,125
4909117,Apartment,Private room,1,1,1,129
4921641,House,Private room,1.5,1,30,75
4936887,Guest suite,Entire home/apt,1,2,2,325
4949779,House,Private room,1,1,60,125
4956697,Apartment,Entire home/apt,1,2,2,140
4957143,Guest suite,Entire home/apt,1,1,3,225
4959980,Guest suite,Entire home/apt,1,2,2,203
4962043,House,Private room,1,1,1,109
4965866,Guest suite,Entire home/apt,1,1,30,156
4987668,Condominium,Private room,1,1,1,121
4993804,House,Entire home/apt,4.5,5,3,775
5004303,Apartment,Entire home/apt,1,1,30,148
5007358,Apartment,Private room,1,1,1,156
5013816,House,Private room,1,1,1,139
5019863,Apartment,Private room,1,1,30,160
5025420,Apartment,Private room,1,1,30,100
5027016,Apartment,Entire home/apt,1,0,30,90
5031525,Guest suite,Entire home/apt,1,1,30,200
5031660,Apartment,Private room,1,1,30,120
5039206,Condominium,Entire home/apt,1,1,30,192
5045601,House,Entire home/apt,1,1,31,175
5068486,Apartment,Entire home/apt,1.5,2,3,183
5070945,Apartment,Private room,1,1,1,59
5070973,Apartment,Private room,1,1,1,89
5076251,Apartment,Entire home/apt,1,1,30,100
5086367,Apartment,Private room,1,1,90,93
5094146,Apartment,Private room,1,1,2,65
5114942,Boutique hotel,Private room,1,0,2,350
5117701,Apartment,Entire home/apt,1,1,30,269
5126076,Condominium,Entire home/apt,2,1,5,350
5144482,Guest suite,Entire home/apt,1,1,30,139
5151423,House,Private room,1,1,2,144
5154227,House,Entire home/apt,2,4,3,575
5154242,Apartment,Private room,1,1,30,50
5154367,House,Private room,2,1,1,80
5162669,House,Private room,1,1,2,90
5172959,Apartment,Private room,1,1,30,150
5173043,Serviced apartment,Private room,1,1,2,252
5174935,House,Entire home/apt,1.5,1,2,185
5180749,Apartment,Entire home/apt,1,1,30,99
5193689,House,Private room,1,1,3,200
5194736,House,Entire home/apt,2.5,2,4,525
5195922,House,Private room,1,1,30,56
5196070,House,Private room,1,1,30,50
5196116,House,Private room,1,1,30,50
5196233,House,Entire home/apt,1,0,30,50
5196399,Hostel,Shared room,2,1,2,55
5202841,Guest suite,Entire home/apt,1,1,30,250
5212418,Apartment,Entire home/apt,1,1,30,200
5212469,Condominium,Entire home/apt,2,2,120,190
5217164,Guest suite,Private room,1,1,2,118
5222044,Apartment,Entire home/apt,2,2,5,250
5242394,Apartment,Entire home/apt,1,1,2,150
5253001,Condominium,Entire home/apt,1,1,30,200
5253439,Hostel,Shared room,2,1,30,33
5272750,Bed and breakfast,Private room,10,1,1,99
5286047,Apartment,Entire home/apt,1,1,2,240
5286779,Apartment,Private room,1,1,30,55
5286782,Apartment,Private room,1,1,30,59
5299461,Hostel,Shared room,2,1,2,55
5299538,Hostel,Shared room,2,1,30,33
5309546,Condominium,Entire home/apt,1.5,3,30,200
5317789,Apartment,Entire home/apt,1,2,1,200
5318758,Apartment,Private room,1,1,2,99
5319588,House,Private room,1,1,2,99
5320351,Apartment,Private room,1.5,1,30,80
5325355,Guest suite,Entire home/apt,1.5,1,2,200
5327231,Condominium,Entire home/apt,2,3,7,450
5345792,Apartment,Private room,1,1,3,165
5346803,Apartment,Entire home/apt,1,1,7,195
5376278,Apartment,Private room,1.5,1,30,90
5394755,House,Private room,1,1,4,89
5405637,Serviced apartment,Hotel room,1,1,30,189
5406893,Condominium,Entire home/apt,2,3,30,288
5433133,Condominium,Entire home/apt,2,3,30,350
5436115,Apartment,Private room,1,1,30,85
5443493,Condominium,Entire home/apt,1,1,3,400
5468835,Apartment,Shared room,1,1,1,60
5480795,Hotel,Private room,1,1,1,129
5500218,Apartment,Entire home/apt,1,2,1,135
5505643,Apartment,Entire home/apt,2,2,30,260
5537718,House,Entire home/apt,2.5,4,5,350
5547500,House,Private room,1,1,1,124
5548977,Apartment,Entire home/apt,1,0,2,178
5550248,House,Private room,1,1,1,80
5557316,Apartment,Entire home/apt,2.5,2,31,180
5558933,Apartment,Entire home/apt,1,1,30,141
5559608,Apartment,Private room,1,1,2,185
5560256,Apartment,Private room,1,1,30,195
5572169,House,Private room,1,1,1,169
5577516,Guest suite,Entire home/apt,1,2,30,135
5581254,Guest suite,Entire home/apt,2,2,3,155
5591544,Apartment,Entire home/apt,1.5,2,2,250
5592637,Apartment,Entire home/apt,1,2,30,154
5592675,Apartment,Entire home/apt,1,1,30,125
5592754,Apartment,Entire home/apt,2,2,30,283
5615061,Condominium,Entire home/apt,1,2,2,"1,000"
5616609,House,Private room,1,1,1,141
5617847,House,Private room,1.5,1,3,125
5631995,Apartment,Private room,1.5,1,1,139
5632275,Apartment,Entire home/apt,1,1,30,165
5632452,House,Entire home/apt,1,1,1,150
5632672,Apartment,Private room,2.5,4,30,400
5666413,Apartment,Entire home/apt,1,0,30,110
5666454,Apartment,Entire home/apt,1,0,30,110
5696895,Apartment,Entire home/apt,1,2,31,66
5697110,Apartment,Entire home/apt,1,1,30,200
5749181,Apartment,Entire home/apt,1,0,2,215
5749839,House,Entire home/apt,1,1,1,140
5774490,Guest suite,Private room,1,1,2,120
5785978,House,Private room,1,1,2,80
5788099,Apartment,Entire home/apt,2,3,2,625
5804060,Apartment,Entire home/apt,1,1,30,125
5821380,Apartment,Entire home/apt,1,2,30,350
5849626,Apartment,Entire home/apt,1,0,3,250
5852066,Apartment,Private room,1,1,2,144
5853587,House,Private room,1,1,5,60
5858973,House,Entire home/apt,3,3,30,520
5861266,House,Private room,1,1,2,200
5863674,Guest suite,Private room,1,1,2,200
5871250,Hostel,Shared room,2,1,30,79
5882524,House,Entire home/apt,2,3,3,250
5884735,Condominium,Private room,1,1,3,80
5891594,Apartment,Entire home/apt,1,3,30,235
5904304,Apartment,Private room,1,1,3,99
5904305,Apartment,Private room,1,1,3,79
5905163,Apartment,Private room,1,1,30,60
5905530,Condominium,Private room,1,1,6,75
5918090,House,Entire home/apt,1,2,2,275
5918432,Condominium,Entire home/apt,1.5,3,55,130
5919500,Apartment,Entire home/apt,1,1,1,279
5932678,Apartment,Entire home/apt,1,1,30,249
5933430,Apartment,Entire home/apt,1,3,2,500
5944921,Apartment,Private room,1,1,3,95
5944989,Condominium,Entire home/apt,2.5,2,1,1300
5945396,Serviced apartment,Entire home/apt,3.5,3,1,1252
5945605,Apartment,Entire home/apt,2.5,2,2,1465
5945812,Serviced apartment,Entire home/apt,1.5,1,1,975
5970639,House,Entire home/apt,1,1,30,109
5980039,House,Entire home/apt,1.5,1,5,270
5990171,Apartment,Entire home/apt,1,3,30,235
5998790,Townhouse,Private room,1,1,1,80
6006021,Condominium,Entire home/apt,1.5,2,30,280
6006768,Guest suite,Entire home/apt,1,1,3,140
6007925,Condominium,Entire home/apt,1,2,5,350
6015077,Apartment,Entire home/apt,2,3,30,199
6016647,Guest suite,Private room,1,1,3,150
6020579,House,Entire home/apt,2,4,5,233
6042966,House,Entire home/apt,1,3,3,375
6072316,House,Entire home/apt,2,4,3,600
6072767,Guest suite,Entire home/apt,1,1,2,200
6074750,House,Private room,1,1,2,156
6080799,Apartment,Entire home/apt,1,1,2,95
6090316,House,Entire home/apt,2,2,30,200
6091945,House,Private room,1,1,3,90
6092049,Guest suite,Entire home/apt,1,1,1,268
6092596,Guest suite,Entire home/apt,1,1,1,174
6103791,House,Private room,1,1,1,79
6107258,Hotel,Private room,1,1,1,209
6107359,Apartment,Entire home/apt,1,2,2,299
6108439,House,Entire home/apt,1,2,3,245
6117147,Guest suite,Entire home/apt,1,1,2,135
6119086,Guest suite,Entire home/apt,1,1,30,125
6119683,Apartment,Private room,1,1,4,199
6120540,House,Private room,0,1,1,49
6132191,Condominium,Entire home/apt,3,3,1,499
6134800,Apartment,Entire home/apt,3,2,2,300
6145605,Apartment,Entire home/apt,1,0,2,150
6156195,Apartment,Entire home/apt,1,1,30,249
6163821,House,Private room,1,1,1,146
6168622,Loft,Entire home/apt,2,1,30,300
6169292,Hotel,Private room,1,1,1,129
6181182,Apartment,Entire home/apt,1,1,30,229
6188428,Hotel,Private room,1,2,2,688
6195258,House,Entire home/apt,1,2,2,250
6214853,Apartment,Entire home/apt,1,1,30,110
6224858,House,Entire home/apt,1.5,3,4,450
6238514,Apartment,Entire home/apt,1,2,1,350
6245649,Apartment,Entire home/apt,1,1,30,98
6257770,Apartment,Entire home/apt,1,2,30,255
6261638,Apartment,Entire home/apt,2,2,30,173
6272183,Apartment,Entire home/apt,1,1,30,85
6272816,Apartment,Private room,1,1,1,125
6273036,House,Entire home/apt,1,1,3,160
6301675,Apartment,Entire home/apt,1,0,30,151
6316753,House,Private room,2,1,5,65
6324586,Apartment,Entire home/apt,1.5,2,4,900
6326133,Condominium,Entire home/apt,1,1,4,225
6329340,Condominium,Entire home/apt,1,3,30,3000
6329731,Condominium,Private room,1,1,30,180
6331695,Apartment,Entire home/apt,1,1,1,196
6335352,House,Entire home/apt,2.5,3,3,500
6336315,Condominium,Private room,1,1,2,240
6338562,House,Private room,1,1,140,200
6344096,House,Private room,1,1,30,99
6344500,Condominium,Entire home/apt,1,1,2,250
6348742,House,Entire home/apt,1,1,30,125
6360976,Apartment,Entire home/apt,1.5,2,30,200
6364873,Condominium,Entire home/apt,1,2,5,342
6365190,Apartment,Private room,1,1,30,89
6365956,House,Private room,1,1,1,129
6373849,Apartment,Entire home/apt,1,1,30,116
6374167,House,Private room,1,1,7,80
6376338,House,Entire home/apt,3,4,3,680
6378495,Loft,Private room,1,1,30,89
6387526,House,Entire home/apt,2.5,3,30,325
6402782,Condominium,Entire home/apt,1,2,4,185
6415052,Condominium,Entire home/apt,2,3,5,370
6423158,Apartment,Entire home/apt,1,0,2,139
6430646,House,Private room,1,1,2,120
6437010,Apartment,Private room,1.5,1,4,91
6448545,Apartment,Entire home/apt,2,3,30,300
6453006,House,Private room,1,1,3,135
6453774,Condominium,Entire home/apt,1,0,1,249
6464280,Condominium,Entire home/apt,2,3,2,450
6481492,Condominium,Entire home/apt,1,2,4,349
6494663,House,Private room,1,1,1,84
6505426,Guest suite,Entire home/apt,1,1,2,200
6512986,House,Entire home/apt,1,2,30,250
6514826,Condominium,Entire home/apt,1,2,3,265
6516295,Loft,Entire home/apt,1.5,1,30,250
6518261,Apartment,Entire home/apt,1,2,5,169
6522477,House,Private room,1,1,4,300
6523507,Cottage,Entire home/apt,1,0,4,265
6526129,Apartment,Entire home/apt,1,0,30,129
6526344,Apartment,Private room,1,1,60,50
6529234,Loft,Entire home/apt,1,0,5,114
6544530,Apartment,Entire home/apt,2.5,2,3,399
6552586,Apartment,Private room,1,1,30,70
6557736,House,Private room,1,1,1,75
6560870,Apartment,Entire home/apt,1,1,3,135
6587558,Apartment,Private room,1,1,30,60
6591087,Loft,Private room,1.5,1,30,375
6591405,Apartment,Entire home/apt,2.5,2,30,380
6600081,House,Private room,1,1,3,95
6601749,Apartment,Entire home/apt,1,1,30,74
6604564,Townhouse,Entire home/apt,1,2,1,350
6604799,Townhouse,Private room,1,1,1,160
6609412,House,Entire home/apt,2,4,1,1000
6627450,Apartment,Entire home/apt,2.5,3,30,300
6628985,Condominium,Private room,1,1,2,109
6629798,House,Private room,1,1,2,120
6643496,House,Private room,1,1,5,150
6648062,House,Private room,1,1,3,110
6649234,Condominium,Entire home/apt,1,0,1,259
6653474,Guest suite,Entire home/apt,1,1,2,149
6662128,Apartment,Private room,2,1,30,66
6662231,Apartment,Private room,2,1,30,68
6684182,House,Entire home/apt,1.5,3,3,295
6688004,House,Private room,1,1,3,105
6691495,House,Private room,1,1,30,80
6701045,Condominium,Entire home/apt,1,2,30,370
6713990,Condominium,Entire home/apt,1,1,14,150
6715383,Apartment,Entire home/apt,1,1,30,105
6716133,Apartment,Entire home/apt,1,0,30,100
6727254,Apartment,Private room,1.5,1,30,105
6730473,Apartment,Entire home/apt,1,1,30,88
6747672,Apartment,Entire home/apt,1,1,30,219
6748645,House,Entire home/apt,2,3,4,350
6749412,Apartment,Entire home/apt,1,1,1,300
6782479,House,Entire home/apt,1,1,3,300
6793767,Apartment,Entire home/apt,1,0,31,99
6796392,House,Entire home/apt,1,2,30,185
6798145,Townhouse,Entire home/apt,1.5,2,31,110
6800168,Apartment,Entire home/apt,1,3,3,190
6822070,House,Entire home/apt,1,1,1,159
6822748,Apartment,Entire home/apt,1,1,30,260
6835302,Apartment,Entire home/apt,1,1,30,240
6835462,Condominium,Entire home/apt,1,1,30,252
6836411,Condominium,Entire home/apt,1,0,1,249
6836785,Apartment,Entire home/apt,1,0,1,193
6836928,Loft,Entire home/apt,2.5,3,30,1000
6864929,House,Entire home/apt,4,4,7,710
6870420,House,Entire home/apt,3,4,5,1000
6883183,Serviced apartment,Entire home/apt,1,1,2,195
6885422,House,Entire home/apt,2,4,4,399
6887043,Apartment,Entire home/apt,1,1,30,150
6887081,Condominium,Entire home/apt,1,2,3,350
6898334,Apartment,Entire home/apt,1,1,30,220
6911587,Apartment,Private room,1,1,2,100
6913294,House,Private room,1,1,1,90
6915497,House,Entire home/apt,1.5,3,3,400
6922612,Condominium,Entire home/apt,1,1,5,128
6926901,House,Entire home/apt,2,2,3,300
6934867,House,Entire home/apt,1,3,30,219
6934874,House,Entire home/apt,1,2,30,157
6936417,House,Entire home/apt,1,1,3,265
6938818,House,Private room,1,1,3,75
6940354,House,Private room,1,1,3,99
6940448,House,Private room,1,1,3,80
6955678,Apartment,Private room,1.5,1,30,83
6957662,Apartment,Entire home/apt,1,1,5,225
6968158,Townhouse,Private room,1,1,3,158
6970746,House,Private room,1,1,2,140
6973383,House,Private room,2,1,5,60
6973631,Apartment,Private room,1,1,2,197
6974259,House,Entire home/apt,1,2,30,170
6975064,Apartment,Entire home/apt,1,1,30,100
6985131,Guest suite,Entire home/apt,1,1,3,95
6993593,House,Private room,1.5,1,1,159
7004802,Apartment,Entire home/apt,1,2,3,245
7007759,House,Private room,1,1,7,219
7009654,House,Private room,1,1,2,75
7009791,House,Private room,2,1,3,125
7009809,House,Entire home/apt,2.5,3,30,190
7012313,House,Private room,1,1,30,93
7020637,Condominium,Entire home/apt,1,1,1,150
7022309,Condominium,Private room,1.5,1,2,88
7026287,Guest suite,Private room,1,1,2,125
7027139,Apartment,Private room,1,1,3,190
7028127,Apartment,Entire home/apt,1,4,5,250
7034114,Condominium,Private room,1.5,1,3,115
7035672,Guest suite,Entire home/apt,1,0,2,179
7038488,House,Entire home/apt,2,3,6,240
7054235,House,Private room,1,1,3,99
7065335,House,Entire home/apt,1,2,2,174
7065694,House,Entire home/apt,1,2,30,350
7067087,Bed and breakfast,Shared room,10,1,1,38
7067681,Bed and breakfast,Shared room,10,1,1,38
7068804,House,Private room,1,1,2,53
7072662,Apartment,Entire home/apt,1,0,90,132
7093018,Apartment,Private room,1,1,30,50
7111861,House,Entire home/apt,4.5,3,3,1000
7140740,House,Private room,1,1,3,129
7143032,Apartment,Private room,1,1,1,110
7146663,Condominium,Entire home/apt,1,0,3,449
7162627,Apartment,Entire home/apt,1,1,30,120
7178670,Apartment,Private room,1,1,1,239
7180020,Loft,Entire home/apt,1.5,1,4,269
7181279,Guest suite,Entire home/apt,1,0,2,125
7181655,House,Entire home/apt,3.5,4,3,875
7182761,Apartment,Private room,1,1,3,130
7196412,House,Private room,1,1,30,130
7202063,Condominium,Entire home/apt,1,1,30,249
7204761,Condominium,Entire home/apt,1,3,3,320
7217193,Apartment,Entire home/apt,1,1,2,295
7220035,Apartment,Entire home/apt,1,1,2,140
7222704,Guest suite,Entire home/apt,1,1,2,109
7226841,Apartment,Private room,1,1,30,116
7227605,Apartment,Entire home/apt,1.5,3,30,750
7227859,House,Private room,1,1,30,119
7227910,Condominium,Entire home/apt,4.5,5,5,975
7228563,House,Entire home/apt,2.5,3,7,400
7247351,Guesthouse,Entire home/apt,1,1,2,125
7247746,House,Private room,1,1,2,95
7259606,House,Private room,2,1,2,60
7259880,House,Private room,2,1,2,75
7275084,House,Private room,1,1,2,115
7281346,House,Entire home/apt,2,3,4,300
7290262,Condominium,Private room,1.5,1,2,95
7292878,House,Entire home/apt,1,1,1,155
7302136,Apartment,Entire home/apt,1,1,28,99
7309811,Loft,Entire home/apt,1,1,2,280
7309852,Apartment,Entire home/apt,1,2,3,179
7323097,Guest suite,Entire home/apt,1,2,30,120
7327920,Apartment,Entire home/apt,1,1,3,238
7329639,House,Private room,1,1,30,92
7331464,Guest suite,Entire home/apt,1,2,2,250
7340055,Apartment,Private room,1,1,3,200
7341076,House,Private room,1,1,2,90
7342996,House,Private room,1,1,4,210
7343245,Townhouse,Entire home/apt,2,4,3,900
7343277,Hostel,Shared room,10,1,1,38
7344289,Apartment,Entire home/apt,1,2,1,400
7345170,House,Private room,1,1,4,210
7345468,Guest suite,Entire home/apt,1,0,3,220
7348398,House,Private room,1,1,2,125
7360699,House,Entire home/apt,1,2,30,140
7367530,Apartment,Private room,1,1,1,110
7386838,Loft,Entire home/apt,2.5,3,2,750
7389541,House,Entire home/apt,1,1,2,250
7393518,Guest suite,Entire home/apt,1,0,2,199
7402986,House,Entire home/apt,2,3,2,275
7404181,Condominium,Entire home/apt,2,3,30,475
7437925,Townhouse,Private room,2,1,30,125
7439398,Apartment,Entire home/apt,1,1,30,339
7459197,House,Entire home/apt,2.5,3,2,565
7459988,Condominium,Entire home/apt,1,2,30,193
7478631,Guest suite,Entire home/apt,1,0,30,95
7483031,House,Entire home/apt,1,2,3,148
7493513,Apartment,Entire home/apt,1,1,30,218
7493861,Apartment,Entire home/apt,1,1,30,232
7499793,House,Private room,1,1,2,130
7514742,Guest suite,Private room,1,1,2,114
7544803,House,Entire home/apt,1,3,3,400
7547105,Condominium,Entire home/apt,1,1,3,128
7548762,Apartment,Private room,1,1,1,110
7549488,Condominium,Entire home/apt,2.5,4,2,475
7558236,House,Entire home/apt,3.5,5,3,"1,025"
7562249,Apartment,Entire home/apt,1,1,30,185
7562547,Guest suite,Entire home/apt,1,1,2,375
7564371,Apartment,Entire home/apt,1,2,3,300
7596529,House,Entire home/apt,2,3,3,625
7602795,Apartment,Entire home/apt,1,2,30,135
7612118,House,Entire home/apt,1,1,3,262
7618503,Condominium,Entire home/apt,1,1,30,200
7618833,Apartment,Entire home/apt,1,2,30,160
7637533,Loft,Shared room,1.5,1,30,45
7665362,Loft,Entire home/apt,2.5,2,2,700
7666482,Apartment,Entire home/apt,2,2,31,145
7676566,House,Entire home/apt,2,3,2,599
7680348,Apartment,Private room,1,1,2,199
7681228,Apartment,Entire home/apt,1,0,31,150
7689528,Condominium,Private room,1,1,2,188
7695697,Loft,Private room,1,1,30,65
7696468,Apartment,Entire home/apt,1,1,3,250
7697503,House,Private room,2,1,1,80
7699276,Apartment,Private room,1,2,2,175
7699710,House,Entire home/apt,2.5,3,3,450
